top,dias,v2_media,v3_media,diferencia_media,v2_mediana,v3_mediana,v2_media_sin_extremos,v3_media_sin_extremos,v2_acierto,v3_acierto,diferencia_acierto,v2_peor,v3_peor,v2_mejor,v3_mejor,v2_observaciones,v3_observaciones
5,1,3.3328955352095284,3.317304878560688,-0.015590656648840628,3.435260377782872,3.386999239284018,3.3977298508446414,3.380570323086484,93.14285714285714,93.14285714285714,0.0,-2.9577359431492334,-2.9577359431492334,9.48975253119043,9.48975253119043,175,175
5,3,9.579739577162568,9.503728304252716,-0.07601127290985232,10.027149967925943,9.93077512473345,9.79518826147049,9.711528055437634,92.0,92.0,0.0,-8.313778187082978,-8.313778187082978,26.458571172710403,26.458571172710403,175,175
5,7,20.545254359360918,20.35681319836211,-0.18844116099880637,21.873259237275,21.65710445869876,21.111944033451774,20.90454023989963,88.57142857142857,88.57142857142857,0.0,-17.02946997436431,-17.02946997436431,46.842571804500835,46.842571804500835,175,175
10,1,2.8681436981111132,2.8579145456417767,-0.010229152469336533,3.005114130547816,2.9867950635446348,2.92114195633163,2.9140393031022893,90.85714285714286,91.42857142857143,0.5714285714285694,-3.457375670009429,-3.457375670009429,9.884919320025654,9.884919320025654,350,350
10,3,8.188394155190094,8.157908174502799,-0.030485980687295466,8.898394430356616,8.853991902840846,8.392455526478955,8.378659179005918,89.71428571428571,90.28571428571428,0.5714285714285694,-9.178226368423124,-9.178226368423124,26.458571172710403,26.458571172710403,350,350
10,7,17.615158233620775,17.509387818298016,-0.10577041532275899,19.743241114387022,19.397677569698352,18.056933760416005,17.983947268239636,86.28571428571429,87.14285714285714,0.857142857142847,-17.699306791471102,-17.699306791471102,50.14191478944101,46.842571804500835,350,350
20,1,2.3322828235654534,2.3999460939224933,0.0676632703570399,2.581900237911535,2.5809371991542194,2.401814297647879,2.4769957091557004,88.14285714285714,90.0,1.8571428571428612,-3.457375670009429,-3.457375670009429,9.884919320025654,9.884919320025654,700,700
20,3,6.732581745421547,6.916058273751392,0.1834765283298445,7.576998665394613,7.576998665394613,6.878051722735146,7.0815090001798255,86.71428571428571,88.85714285714286,2.142857142857153,-9.178226368423124,-9.178226368423124,26.458571172710403,26.458571172710403,700,700
20,7,14.338886939949669,14.584672871324319,0.24578593137465,16.80745562830985,16.732689043887206,14.62989547434571,14.90452177608741,83.85714285714285,85.85714285714286,2.000000000000014,-18.88987014979421,-18.88987014979421,50.14191478944101,50.14191478944101,700,700
