dias,correlacion_v2,correlacion_v3,diferencia
1,0.5179846436383679,0.5367647729792316,0.018780129340863705
3,0.5604490306056606,0.5732984593277226,0.012849428722061962
7,0.5173766574462891,0.523922534427493,0.006545876981203902
