top,dias,media,mediana,media_sin_extremos,acierto,peor,mejor,observaciones
5,1,3.317304878560688,3.386999239284018,3.380570323086484,93.14285714285714,-2.9577359431492334,9.48975253119043,175
5,3,9.503728304252716,9.93077512473345,9.711528055437634,92.0,-8.313778187082978,26.458571172710403,175
5,7,20.35681319836211,21.65710445869876,20.90454023989963,88.57142857142857,-17.02946997436431,46.842571804500835,175
10,1,2.8579145456417767,2.9867950635446348,2.9140393031022893,91.42857142857143,-3.457375670009429,9.884919320025654,350
10,3,8.157908174502799,8.853991902840846,8.378659179005918,90.28571428571428,-9.178226368423124,26.458571172710403,350
10,7,17.509387818298016,19.397677569698352,17.983947268239636,87.14285714285714,-17.699306791471102,46.842571804500835,350
20,1,2.3999460939224933,2.5809371991542194,2.4769957091557004,90.0,-3.457375670009429,9.884919320025654,700
20,3,6.916058273751392,7.576998665394613,7.0815090001798255,88.85714285714286,-9.178226368423124,26.458571172710403,700
20,7,14.584672871324319,16.732689043887206,14.90452177608741,85.85714285714286,-18.88987014979421,50.14191478944101,700
