id,positionId,nickname,lastSeasonPoints,playerStatus,marketValue,points,averagePoints,teamId,fecha_actualizacion
1215,3,Turrientes,93,ok,7136043,0,0,16,2026-08-16T22:07:24
1221,3,Gavi,35,ok,32111326,0,0,4,2026-08-16T22:07:24
1300,3,Camavinga,121,ok,10199838,0,0,15,2026-08-16T22:07:24
1480,3,Tchouaméni,181,ok,41544723,0,0,15,2026-08-16T22:07:24
1529,3,Almeida,91,ok,2451192,0,0,18,2026-08-16T22:07:24
1565,3,Barrios,128,ok,41747606,0,0,2,2026-08-16T22:07:24
1674,3,Arda Güler,234,ok,52651995,0,0,15,2026-08-16T22:07:24
1682,3,Altimira,93,out_of_league,1907121,0,0,5,2026-08-16T22:07:24
1694,3,Sow,146,out_of_league,8403008,0,0,17,2026-08-16T22:07:24
1715,3,Fermín,213,ok,65274794,0,0,4,2026-08-16T22:07:24
1730,3,Iker Muñoz,55,ok,1361877,0,0,13,2026-08-16T22:07:24
1754,3,Juanlu,114,out_of_league,2730959,0,0,17,2026-08-16T22:07:24
1787,3,Prados,6,ok,1425623,0,0,3,2026-08-16T22:07:24
1938,3,Pol Lozano,97,ok,2274222,0,0,8,2026-08-16T22:07:24
2040,3,Jauregizar,147,ok,28320536,0,0,3,2026-08-16T22:07:24
2078,3,Hugo Alvarez,112,ok,2978796,0,0,6,2026-08-16T22:07:24
2295,3,Febas,173,ok,24378453,0,0,6,2026-08-16T22:07:24
2317,3,Unai G.,49,out_of_league,2277228,0,0,3,2026-08-16T22:07:24
2318,3,O. Sancet,107,ok,47005338,0,0,3,2026-08-16T22:07:24
2326,3,Koke,158,ok,16231219,0,0,2,2026-08-16T22:07:24
2331,3,Carlos Martín,20,out_of_league,2218490,0,0,14,2026-08-16T22:07:24
2338,3,Aimar,121,ok,16006929,0,0,13,2026-08-16T22:07:24
2342,3,Protesoni,26,ok,2699001,0,0,21,2026-08-16T22:07:24
2347,3,Y. Santiago,20,injured,538830,0,0,7,2026-08-16T22:07:24
2348,3,M. Aguado,145,ok,3525382,0,0,7,2026-08-16T22:07:24
2358,3,F. De Jong,134,injured,25953214,0,0,4,2026-08-16T22:07:24
2362,3,M. Casadó,67,ok,1715638,0,0,4,2026-08-16T22:07:24
2372,3,Herrera,18,ok,3056483,0,0,16,2026-08-16T22:07:24
2383,3,Pathé I. Ciss,137,ok,12033660,5,5,14,2026-08-16T22:07:24
2384,3,Unai Lopez,135,ok,5910604,4,4,14,2026-08-16T22:07:24
2385,3,Pedro Díaz,98,ok,1761250,4,4,14,2026-08-16T22:07:24
2394,3,Williot,133,ok,8032504,0,0,6,2026-08-16T22:07:24
2395,3,Hugo Sotelo,84,out_of_league,1382803,0,0,6,2026-08-16T22:07:24
2417,3,Lo Celso,119,doubtful,36748891,0,0,5,2026-08-16T22:07:24
2418,3,Marc Roca,126,ok,5403735,0,0,5,2026-08-16T22:07:24
2430,3,Valverde,249,ok,69031659,0,0,15,2026-08-16T22:07:24
2431,3,Brahim,142,ok,10669469,0,0,15,2026-08-16T22:07:24
2444,3,Sucic,80,ok,3538310,0,0,16,2026-08-16T22:07:24
2445,3,Olasagasti,116,ok,4382766,0,0,11,2026-08-16T22:07:24
2446,3,Zakharyan,29,ok,1019326,0,0,16,2026-08-16T22:07:24
2452,3,Gudelj,139,out_of_league,7026665,0,0,17,2026-08-16T22:07:24
2453,3,Agoumé,133,ok,5839881,3,3,17,2026-08-16T22:07:24
2464,3,Pepelu,135,ok,7578375,0,0,18,2026-08-16T22:07:24
2465,3,Fran Pérez,98,ok,776513,0,0,14,2026-08-16T22:07:24
2473,3,Gueye,169,ok,49124222,8,8,20,2026-08-16T22:07:24
2474,3,Denis Suárez,97,ok,2492805,2,2,21,2026-08-16T22:07:24
2480,3,Johnny,47,ok,5728479,0,0,2,2026-08-16T22:07:24
2490,3,Brais Méndez,138,out_of_league,15055894,0,0,16,2026-08-16T22:07:24
2499,3,Vencedor,38,out_of_league,2208253,0,0,11,2026-08-16T22:07:24
2511,3,R. Terrats,87,ok,3002602,2,2,9,2026-08-16T22:07:24
2516,3,Puado,42,injured,6279004,0,0,8,2026-08-16T22:07:24
2529,3,Rubén S.,68,ok,457936,0,0,8,2026-08-16T22:07:24
2534,3,Álex Baena,133,ok,53098589,0,0,2,2026-08-16T22:07:24
2536,3,Gumbau,86,out_of_league,2308659,0,0,14,2026-08-16T22:07:24
2548,3,Riquelme,66,ok,4089871,0,0,5,2026-08-16T22:07:24
2549,3,Navarro,125,ok,2130868,0,0,3,2026-08-16T22:07:24
2553,3,Almada,114,out_of_league,5800439,0,0,2,2026-08-16T22:07:24
2556,3,Buchanan,149,ok,18271700,2,2,20,2026-08-16T22:07:24
2563,3,A. Roca,22,out_of_league,492679,0,0,8,2026-08-16T22:07:24
2564,3,Aleñá,127,ok,3880816,2,2,21,2026-08-16T22:07:24
2569,3,Ibañez,130,ok,3288806,5,5,21,2026-08-16T22:07:24
2575,3,Thomas Partey,68,out_of_league,8030584,0,0,20,2026-08-16T22:07:24
2586,3,Santamaría,58,out_of_league,2927468,0,0,18,2026-08-16T22:07:24
2587,3,Josan,75,ok,1098538,0,0,7,2026-08-16T22:07:24
2601,3,Martim Neto,125,ok,1643001,0,0,7,2026-08-16T22:07:24
2607,3,Ilaix Moriba,137,ok,10086454,0,0,6,2026-08-16T22:07:24
2612,3,Ugrinic,114,ok,3834226,0,0,18,2026-08-16T22:07:24
2616,3,C. Alvarez,113,ok,19742709,0,0,11,2026-08-16T22:07:24
2620,3,Calebe,52,out_of_league,1305021,0,0,21,2026-08-16T22:07:24
2621,3,Gorrotxa,117,doubtful,6221614,0,0,16,2026-08-16T22:07:24
2622,3,Urko,114,ok,4750677,1,1,8,2026-08-16T22:07:24
2626,3,Deossa,54,ok,2110419,0,0,5,2026-08-16T22:07:24
2628,3,O. Rey,61,ok,725882,1,1,11,2026-08-16T22:07:24
2639,3,M. Román,92,ok,5445514,0,0,6,2026-08-16T22:07:24
2640,3,Mario Martín,90,ok,3905966,4,4,9,2026-08-16T22:07:24
2649,3,Guille Fernández,0,out_of_league,702705,0,0,4,2026-08-16T22:07:24
2662,3,Risco,0,out_of_league,702705,0,0,9,2026-08-16T22:07:24
2665,3,Marín,74,injured,1552185,0,0,16,2026-08-16T22:07:24
2672,3,Pampin,22,out_of_league,702624,0,0,11,2026-08-16T22:07:24
2679,3,Becerra,5,out_of_league,581700,0,0,14,2026-08-16T22:07:24
2682,3,Januzaj,24,out_of_league,2810664,0,0,17,2026-08-16T22:07:24
2687,3,Manu Bueno,15,out_of_league,802099,2,2,17,2026-08-16T22:07:24
2703,3,Redondo,18,ok,868568,0,0,7,2026-08-16T22:07:24
2704,3,L. Pinillos,1,out_of_league,501929,0,0,21,2026-08-16T22:07:24
2710,3,D. Pérez,2,out_of_league,702622,0,0,5,2026-08-16T22:07:24
2717,3,R. Mendoza,73,ok,849222,0,0,2,2026-08-16T22:07:24
2721,3,A. Osambela,37,out_of_league,501932,0,0,13,2026-08-16T22:07:24
2723,3,Mauro,0,out_of_league,562286,0,0,13,2026-08-16T22:07:24
2733,3,Jano,4,out_of_league,501929,0,0,2,2026-08-16T22:07:24
2735,3,Thiago Pitarch,41,out_of_league,7026082,0,0,15,2026-08-16T22:07:24
2739,3,Iván,1,out_of_league,602248,0,0,5,2026-08-16T22:07:24
2743,3,Joan Ruiz,0,out_of_league,602249,0,0,11,2026-08-16T22:07:24
2745,3,Edu Altozano,0,out_of_league,602284,0,0,17,2026-08-16T22:07:24
2760,3,Pickel,47,out_of_league,1505622,0,0,8,2026-08-16T22:07:24
2766,3,Arriaga,118,ok,2543981,0,0,11,2026-08-16T22:07:24
2772,3,C. Soler,175,ok,31955581,0,0,16,2026-08-16T22:07:24
2773,3,Mendy,86,out_of_league,2409140,0,0,17,2026-08-16T22:07:24
2775,3,Javi Muñoz,37,ok,617177,0,0,9,2026-08-16T22:07:24
2782,3,Nico Gonzalez,122,out_of_league,15057942,0,0,2,2026-08-16T22:07:24
2784,3,Marc Bernal,79,ok,7147163,0,0,4,2026-08-16T22:07:24
2786,3,Jordán,3,out_of_league,562079,0,0,17,2026-08-16T22:07:24
2796,3,Lucas Núñez,0,out_of_league,501909,0,0,18,2026-08-16T22:07:24
2797,3,Hugo Lopez,3,out_of_league,485400,0,0,20,2026-08-16T22:07:24
2799,3,Amrabat,65,out_of_league,20074982,0,0,5,2026-08-16T22:07:24
2802,3,Lucas Beltrán,90,out_of_league,9034408,0,0,18,2026-08-16T22:07:24
2810,3,Taufik Seidu,,out_of_league,602316,0,0,2,2026-08-16T22:07:24
2812,3,Javi Serrano,0,out_of_league,429199,0,0,2,2026-08-16T22:07:24
2815,3,Adam B.,19,out_of_league,702711,0,0,7,2026-08-16T22:07:24
2816,3,A. Martinez,,out_of_league,602324,0,0,7,2026-08-16T22:07:24
2830,3,Pedroarena,,out_of_league,602319,0,0,13,2026-08-16T22:07:24
2840,3,Barry,,out_of_league,602292,0,0,20,2026-08-16T22:07:24
2842,3,Juan Hernández,0,out_of_league,581760,0,0,4,2026-08-16T22:07:24
2845,3,Selton,15,out_of_league,602257,0,0,3,2026-08-16T22:07:24
2850,3,H. González,2,ok,1378212,0,0,6,2026-08-16T22:07:24
2859,3,Roson,,out_of_league,602249,0,0,11,2026-08-16T22:07:24
2862,3,Alex Marchal,,out_of_league,602234,0,0,16,2026-08-16T22:07:24
2868,3,Carlos Macià,6,out_of_league,803057,3,3,20,2026-08-16T22:07:24
2871,3,Jon Garcia,,out_of_league,702705,0,0,13,2026-08-16T22:07:24
2878,3,Eder García,2,out_of_league,602257,0,0,3,2026-08-16T22:07:24
2884,3,A. Arcos,,out_of_league,602257,0,0,6,2026-08-16T22:07:24
2886,3,Izei,,out_of_league,582010,0,0,21,2026-08-16T22:07:24
2888,3,Cestero,2,out_of_league,602234,0,0,15,2026-08-16T22:07:24
2891,3,Solozabal,0,out_of_league,602319,0,0,9,2026-08-16T22:07:24
2893,3,Ferri,0,out_of_league,602248,0,0,8,2026-08-16T22:07:24
2899,3,Astiazaran,,out_of_league,602257,0,0,16,2026-08-16T22:07:24
2900,3,Aguirre,1,out_of_league,602257,0,0,16,2026-08-16T22:07:24
2902,3,Diatta,4,ok,552258,0,0,20,2026-08-16T22:07:24
2903,3,J. Gaitán,,out_of_league,602292,0,0,20,2026-08-16T22:07:24
2905,3,K. Tunde,53,out_of_league,8531892,0,0,11,2026-08-16T22:07:24
2907,3,Manuel Ángel,5,out_of_league,702606,0,0,15,2026-08-16T22:07:24
2908,3,Palacios,8,out_of_league,802979,0,0,15,2026-08-16T22:07:24
2911,3,Raghouber,46,out_of_league,2406299,0,0,11,2026-08-16T22:07:24
2913,3,Burcio,0,out_of_league,602257,0,0,6,2026-08-16T22:07:24
2915,3,Álex Sánchez,6,out_of_league,602324,0,0,7,2026-08-16T22:07:24
2917,3,Meso,0,out_of_league,702606,0,0,15,2026-08-16T22:07:24
2918,3,Pol Fortuny,,out_of_league,602234,0,0,15,2026-08-16T22:07:24
2919,3,Mestanza,,out_of_league,601574,0,0,9,2026-08-16T22:07:24
2920,3,A. Riquelme,0,out_of_league,602324,0,0,9,2026-08-16T22:07:24
2929,3,Fer López,71,out_of_league,15056479,0,0,6,2026-08-16T22:07:24
2939,3,G. Villar,42,out_of_league,7027127,0,0,7,2026-08-16T22:07:24
2940,3,Fidalgo,37,ok,2649407,0,0,5,2026-08-16T22:07:24
2944,3,Obed Vargas,39,ok,822703,0,0,2,2026-08-16T22:07:24
2945,3,Vecino,11,ok,1986837,0,0,6,2026-08-16T22:07:24
2954,3,Antañón,1,out_of_league,581700,0,0,6,2026-08-16T22:07:24
2955,3,Ochieng,3,out_of_league,702633,0,0,16,2026-08-16T22:07:24
2958,3,Morcillo,7,out_of_league,702702,0,0,2,2026-08-16T22:07:24
2964,3,Gragera,,out_of_league,1195313,0,0,8,2026-08-16T22:07:24
2967,3,Mané,,out_of_league,677966,0,0,26,2026-08-16T22:07:24
2969,3,Fabi,,out_of_league,702633,0,0,26,2026-08-16T22:07:24
2970,3,Nájera,,out_of_league,581622,0,0,26,2026-08-16T22:07:24
2974,3,Noé,,out_of_league,702633,0,0,26,2026-08-16T22:07:24
2977,3,Riki,,ok,1002760,0,0,26,2026-08-16T22:07:24
2981,3,Enrique,,out_of_league,581700,0,0,26,2026-08-16T22:07:24
2984,3,Rubén López,,out_of_league,501880,0,0,26,2026-08-16T22:07:24
2991,3,D. Villares,,ok,2490703,0,0,26,2026-08-16T22:07:24
2992,3,Jose Angel,,ok,1003320,0,0,26,2026-08-16T22:07:24
2993,3,Diego Gómez,,out_of_league,702633,0,0,26,2026-08-16T22:07:24
2994,3,Mella,,ok,3387499,0,0,26,2026-08-16T22:07:24
2995,3,Mario Soriano,,ok,26476382,0,0,26,2026-08-16T22:07:24
2998,3,Patiño,,ok,507500,0,0,26,2026-08-16T22:07:24
3003,3,Aldasoro,,out_of_league,607842,0,0,49,2026-08-16T22:07:24
3012,3,Maguette,,ok,4088223,2,2,49,2026-08-16T22:07:24
3014,3,Diego Fuentes,,out_of_league,903351,0,0,49,2026-08-16T22:07:24
3015,3,A. Vallecillo,,out_of_league,677940,0,0,49,2026-08-16T22:07:24
3024,3,Sergio,,out_of_league,702606,9,9,49,2026-08-16T22:07:24
3028,3,G. Puerta,,ok,12808655,5,5,49,2026-08-16T22:07:24
3032,3,Izan,,out_of_league,702606,0,0,49,2026-08-16T22:07:24
3033,3,M. Solorzano,,out_of_league,602234,0,0,49,2026-08-16T22:07:24
3035,3,Izan M.,,ok,6331579,0,0,12,2026-08-16T22:07:24
3036,3,Dani Lorenzo,,ok,9716466,0,0,12,2026-08-16T22:07:24
3038,3,Rafa R.,,out_of_league,6270426,0,0,12,2026-08-16T22:07:24
3044,3,Dotor,,injured,3548785,0,0,12,2026-08-16T22:07:24
3046,3,Aaron Ochoa,,out_of_league,3513040,0,0,12,2026-08-16T22:07:24
3048,3,Ramon,,ok,820236,0,0,12,2026-08-16T22:07:24
3052,3,Darko,,out_of_league,1003725,0,0,12,2026-08-16T22:07:24
3056,3,Juanpe,,out_of_league,581931,0,0,12,2026-08-16T22:07:24
3060,3,Luismi,,out_of_league,401489,0,0,12,2026-08-16T22:07:24
3066,3,Dorrio O.,,out_of_league,400000,0,0,12,2026-08-16T22:07:24
3069,3,Blanco,,ok,14970656,4,4,21,2026-08-16T22:07:24
3072,3,Larrubia,,ok,53552819,0,0,12,2026-08-16T22:07:24
3074,3,Germán V.,,ok,23302377,0,0,7,2026-08-16T22:07:24
3075,3,Javi Guerra,,ok,24183434,0,0,18,2026-08-16T22:07:24
3077,3,Edu Expósito,,ok,29422533,0,0,8,2026-08-16T22:07:24
3086,3,Moleiro,,ok,67400520,6,6,20,2026-08-16T22:07:24
3090,3,Isco,,ok,54899202,0,0,5,2026-08-16T22:07:24
3092,3,Olmo,,ok,62376614,0,0,4,2026-08-16T22:07:24
3099,3,Fornals,,ok,57625840,0,0,5,2026-08-16T22:07:24
3100,3,Pedri,,ok,88567616,0,0,4,2026-08-16T22:07:24
3101,3,Bellingham,,ok,88904293,0,0,15,2026-08-16T22:07:24
3114,3,Hjulmand,,ok,36575212,0,0,2,2026-08-16T22:07:24
3116,3,Bernardo Silva,,ok,54626441,0,0,15,2026-08-16T22:07:24
3119,3,Amatucci,,ok,13028381,0,0,26,2026-08-16T22:07:24
3121,3,Dieng,,ok,4596041,0,0,18,2026-08-16T22:07:24
3124,3,Damián ,,out_of_league,1300000,0,0,6,2026-08-16T22:07:24
3125,3,Canales,,ok,23589445,4,4,49,2026-08-16T22:07:24
3127,3,Moscardo,,ok,9249675,0,0,8,2026-08-16T22:07:24
3128,3,Guido Rodríguez,,ok,25562022,0,0,18,2026-08-16T22:07:24
3133,3,Orel Mangala,,ok,10834354,4,4,9,2026-08-16T22:07:24
3135,3,Andres Garcia,,ok,8961060,2,2,9,2026-08-16T22:07:24
3136,3,Neyou,,ok,3034256,0,0,9,2026-08-16T22:07:24
3140,3,Juan Cruz,,ok,15569632,0,0,12,2026-08-16T22:07:24
3144,3,Mikel Rodriguez,,ok,820959,9,9,21,2026-08-16T22:07:24
3148,3,Asp Jensen,,ok,6348019,0,0,26,2026-08-16T22:07:24
3151,3,Buonanotte,,ok,6949833,0,0,7,2026-08-16T22:07:24
91,4,Iñaki Williams,132,ok,27360660,0,0,3,2026-08-16T22:07:24
356,4,Gerard,140,ok,27943029,5,5,20,2026-08-16T22:07:24
886,4,De Frutos,197,ok,45879388,3,3,14,2026-08-16T22:07:24
927,4,Berenguer,148,ok,8930593,0,0,3,2026-08-16T22:07:24
1191,4,Hugo Duro,134,ok,8480116,0,0,18,2026-08-16T22:07:24
1210,4,Giuliano,170,ok,43571509,0,0,2,2026-08-16T22:07:24
1260,4,Diego López,121,injured,2075073,0,0,18,2026-08-16T22:07:24
1484,4,Guruzeta,165,ok,13787783,0,0,3,2026-08-16T22:07:24
1950,4,Jofre,65,ok,1109224,0,0,8,2026-08-16T22:07:24
2217,4,Cucho,188,ok,44416290,0,0,5,2026-08-16T22:07:24
2302,4,R. Brugué,53,suspended,2190480,0,0,11,2026-08-16T22:07:24
2303,4,I. Romero,144,ok,7364066,0,0,11,2026-08-16T22:07:24
2319,4,Maroan,20,ok,421034,0,0,3,2026-08-16T22:07:24
2332,4,Sorloth,157,injured,22659719,0,0,2,2026-08-16T22:07:24
2337,4,Kike Barja,72,ok,2513360,0,0,13,2026-08-16T22:07:24
2339,4,Raúl,118,ok,1845674,0,0,13,2026-08-16T22:07:24
2359,4,Ferran,208,ok,55168717,0,0,4,2026-08-16T22:07:24
2382,4,Isi,139,ok,19317166,3,3,14,2026-08-16T22:07:24
2386,4,Nteka,41,ok,1256338,2,2,14,2026-08-16T22:07:24
2387,4,Camello,91,ok,3109992,2,2,14,2026-08-16T22:07:24
2396,4,Franco Cervi,0,out_of_league,2810540,0,0,6,2026-08-16T22:07:24
2397,4,Pablo Durán,98,doubtful,1019795,0,0,6,2026-08-16T22:07:24
2400,4,Pere Milla,146,ok,9566323,0,0,8,2026-08-16T22:07:24
2419,4,Aitor Ruibal,128,injured,2278452,0,0,5,2026-08-16T22:07:24
2420,4,Bakambu,54,out_of_league,4215745,0,0,5,2026-08-16T22:07:24
2421,4,Chimy Ávila,37,out_of_league,5614701,0,0,5,2026-08-16T22:07:24
2434,4,Rodrygo,92,injured,2972801,0,0,15,2026-08-16T22:07:24
2448,4,Oskarsson,85,ok,7711925,0,0,16,2026-08-16T22:07:24
2454,4,Ejuke,109,ok,2706102,1,1,17,2026-08-16T22:07:24
2455,4,Peque,72,ok,1796418,9,9,17,2026-08-16T22:07:24
2456,4,Isaac,86,ok,6509025,0,0,17,2026-08-16T22:07:24
2477,4,I. Akhomach,62,ok,5122165,2,2,20,2026-08-16T22:07:24
2488,4,B. Mayoral,71,ok,2965368,0,0,9,2026-08-16T22:07:24
2492,4,Iago Aspas,141,ok,7158101,0,0,6,2026-08-16T22:07:24
2501,4,Nico Serrano,45,ok,880845,0,0,3,2026-08-16T22:07:24
2504,4,Ayoze,102,ok,17352024,1,1,20,2026-08-16T22:07:24
2509,4,Kike García,138,injured,3509051,0,0,8,2026-08-16T22:07:24
2520,4,Roberto,151,ok,7128806,4,4,8,2026-08-16T22:07:24
2522,4,Raphinha,179,ok,84888364,0,0,4,2026-08-16T22:07:24
2557,4,I. Benito,20,ok,537305,0,0,13,2026-08-16T22:07:24
2560,4,Raba,33,ok,1584046,0,0,18,2026-08-16T22:07:24
2574,4,Gonzalo,99,out_of_league,3832043,0,0,15,2026-08-16T22:07:24
2577,4,A. Rebbach,113,ok,3689064,4,4,21,2026-08-16T22:07:24
2588,4,Danjuma,126,ok,5200454,0,0,18,2026-08-16T22:07:24
2600,4,Mariano,18,ok,938687,17,17,21,2026-08-16T22:07:24
2602,4,Álvaro,154,out_of_league,10283491,0,0,7,2026-08-16T22:07:24
2603,4,Ferran Jutglà,142,ok,9506551,0,0,6,2026-08-16T22:07:24
2617,4,Sadiq,94,ok,6807226,0,0,18,2026-08-16T22:07:24
2619,4,Karrikaburu,11,ok,562143,0,0,16,2026-08-16T22:07:24
2623,4,Dolan,152,ok,6005273,0,0,8,2026-08-16T22:07:24
2635,4,Rashford,186,out_of_league,53706955,0,0,4,2026-08-16T22:07:24
2641,4,A. Liso,83,out_of_league,2208509,0,0,9,2026-08-16T22:07:24
2646,4,Izeta,24,out_of_league,1060915,0,0,3,2026-08-16T22:07:24
2650,4,Toni Fernández,2,out_of_league,602319,0,0,4,2026-08-16T22:07:24
2651,4,Iker Losada,77,out_of_league,2509378,0,0,11,2026-08-16T22:07:24
2654,4,El-Abdellaoui,55,out_of_league,1304893,0,0,6,2026-08-16T22:07:24
2664,4,Joselu,3,out_of_league,602319,0,0,9,2026-08-16T22:07:24
2673,4,Paco Cortes,34,out_of_league,803000,0,0,11,2026-08-16T22:07:24
2674,4,A. J. Morales,53,out_of_league,3212005,0,0,11,2026-08-16T22:07:24
2693,4,Otorbi,0,out_of_league,602292,0,0,18,2026-08-16T22:07:24
2700,4,Etta Eyong,133,ok,25699219,0,0,11,2026-08-16T22:07:24
2701,4,Cabanes,2,out_of_league,602292,0,0,20,2026-08-16T22:07:24
2702,4,Rafa Mir,121,out_of_league,7027127,0,0,7,2026-08-16T22:07:24
2708,4,André Silva,145,out_of_league,12046505,0,0,7,2026-08-16T22:07:24
2712,4,Pablo García,33,out_of_league,2509371,0,0,5,2026-08-16T22:07:24
2718,4,F. Mastantuono,78,out_of_league,10037262,0,0,15,2026-08-16T22:07:24
2746,4,Miguel Sierra,9,out_of_league,602284,7,7,17,2026-08-16T22:07:24
2748,4,Aimar Blázquez,0,out_of_league,581656,0,0,18,2026-08-16T22:07:24
2754,4,Alfon,58,doubtful,5976065,0,0,17,2026-08-16T22:07:24
2756,4,Ramazani,114,out_of_league,16061171,0,0,18,2026-08-16T22:07:24
2761,4,Oluwaseyi,80,ok,2741774,0,0,20,2026-08-16T22:07:24
2768,4,Lucas Boyé,152,injured,11994121,0,0,21,2026-08-16T22:07:24
2770,4,Antony,206,ok,58748446,0,0,5,2026-08-16T22:07:24
2771,4,Mikautadze,207,ok,62789547,9,9,20,2026-08-16T22:07:24
2778,4,Álex Sancris,40,ok,622831,0,0,9,2026-08-16T22:07:24
2779,4,Juanmi,18,injured,573342,0,0,9,2026-08-16T22:07:24
2780,4,Grady Diangana,48,injured,1163734,0,0,7,2026-08-16T22:07:24
2788,4,Alex Costa,0,out_of_league,602284,0,0,17,2026-08-16T22:07:24
2798,4,Alemâo,78,ok,3659334,0,0,14,2026-08-16T22:07:24
2801,4,Alexis Sánchez,96,out_of_league,3860920,0,0,17,2026-08-16T22:07:24
2803,4,Kamara,21,out_of_league,2409281,0,0,9,2026-08-16T22:07:24
2808,4,Bardghji,72,injured,2906833,0,0,4,2026-08-16T22:07:24
2813,4,Rayane,5,out_of_league,678006,0,0,2,2026-08-16T22:07:24
2821,4,Mykyta,0,out_of_league,602319,0,0,9,2026-08-16T22:07:24
2828,4,Adrián,,out_of_league,602257,0,0,3,2026-08-16T22:07:24
2829,4,Ibon Sánchez,,out_of_league,501880,0,0,3,2026-08-16T22:07:24
2832,4,Morcillo,1,out_of_league,581757,0,0,21,2026-08-16T22:07:24
2847,4,R. Arroyo,,out_of_league,602319,0,0,13,2026-08-16T22:07:24
2849,4,Óscar Marcos,,out_of_league,602257,0,0,6,2026-08-16T22:07:24
2853,4,Nordin Al-Lal,,out_of_league,501936,0,0,7,2026-08-16T22:07:24
2865,4,Gorka Carrera,2,out_of_league,702633,0,0,16,2026-08-16T22:07:24
2875,4,Mariezkurrena,,out_of_league,677966,0,0,16,2026-08-16T22:07:24
2879,4,Asier Hierro,2,out_of_league,602257,0,0,3,2026-08-16T22:07:24
2880,4,Bujan,,out_of_league,602316,0,0,3,2026-08-16T22:07:24
2887,4,Mañas,15,ok,535627,2,2,21,2026-08-16T22:07:24
2922,4,Osorio,,out_of_league,1405425,0,0,7,2026-08-16T22:07:24
2923,4,Raúl Moro,52,ok,13540658,0,0,13,2026-08-16T22:07:24
2925,4,Luis Vázquez,78,out_of_league,9034879,0,0,9,2026-08-16T22:07:24
2932,4,Ángel Pérez,80,ok,6598219,5,5,21,2026-08-16T22:07:24
2933,4,Cepeda,32,ok,1083351,0,0,7,2026-08-16T22:07:24
2937,4,Ngonge,34,out_of_league,2007497,0,0,8,2026-08-16T22:07:24
2941,4,T. Morente,56,ok,1904452,0,0,7,2026-08-16T22:07:24
2943,4,Diabate,37,out_of_league,4015452,0,0,21,2026-08-16T22:07:24
2947,4,Birma,10,out_of_league,1505812,0,0,9,2026-08-16T22:07:24
2957,4,Yañez,2,out_of_league,702606,0,0,15,2026-08-16T22:07:24
2961,4,Miguel Cubo,2,out_of_league,602316,0,0,2,2026-08-16T22:07:24
2962,4,Luismi Cruz,,ok,6004343,0,0,26,2026-08-16T22:07:24
2973,4,Nsongo Bil,,out_of_league,6524473,0,0,26,2026-08-16T22:07:24
2978,4,Cristian H.,,out_of_league,803010,0,0,26,2026-08-16T22:07:24
2980,4,Eddahchouri,,ok,1855900,0,0,26,2026-08-16T22:07:24
3002,4,Iñigo Vicente,,ok,19269684,6,6,49,2026-08-16T22:07:24
3005,4,Sangalli,,out_of_league,2509314,0,0,49,2026-08-16T22:07:24
3007,4,Arana,,ok,782536,0,0,49,2026-08-16T22:07:24
3017,4,Guliashvili,,injured,2019126,0,0,49,2026-08-16T22:07:24
3019,4,Mata,,out_of_league,1505588,0,0,49,2026-08-16T22:07:24
3022,4,Villalibre,,ok,7249976,1,1,49,2026-08-16T22:07:24
3023,4,Canales,,out_of_league,10037262,0,0,49,2026-08-16T22:07:24
3025,4,S. Franco,,out_of_league,702606,0,0,49,2026-08-16T22:07:24
3031,4,Diego Diaz,,out_of_league,602234,1,1,49,2026-08-16T22:07:24
3034,4,Joaquín,,ok,6704555,0,0,12,2026-08-16T22:07:24
3045,4,Niño,,injured,2485055,0,0,12,2026-08-16T22:07:24
3049,4,Lobete,,ok,774568,0,0,12,2026-08-16T22:07:24
3050,4,Jauregi,,ok,1306593,0,0,12,2026-08-16T22:07:24
3055,4,Haitam,,ok,418777,0,0,12,2026-08-16T22:07:24
3070,4,Chupe,,ok,50669666,0,0,12,2026-08-16T22:07:24
3071,4,B. Iglesias,,ok,26847444,0,0,6,2026-08-16T22:07:24
3073,4,Andrés Martín,,ok,19005850,8,8,49,2026-08-16T22:07:24
3076,4,Yeremay,,ok,50616368,0,0,26,2026-08-16T22:07:24
3078,4,T. Martínez,,ok,25050128,8,8,21,2026-08-16T22:07:24
3079,4,Lookman,,ok,76185001,0,0,2,2026-08-16T22:07:24
3083,4,Nico Williams,,ok,63595418,0,0,3,2026-08-16T22:07:24
3084,4,Budimir,,ok,50978461,0,0,13,2026-08-16T22:07:24
3085,4,Guedes,,injured,33135587,0,0,16,2026-08-16T22:07:24
3087,4,Pepe,,ok,50686818,13,13,20,2026-08-16T22:07:24
3088,4,Julián Alvarez,,ok,70546928,0,0,2,2026-08-16T22:07:24
3089,4,Ez Abde,,doubtful,44395627,0,0,5,2026-08-16T22:07:24
3091,4,Oyarzabal,,ok,62905318,0,0,16,2026-08-16T22:07:24
3102,4,Vini Jr.,,ok,107583315,0,0,15,2026-08-16T22:07:24
3103,4,Mbappé,,ok,128763909,0,0,15,2026-08-16T22:07:24
3104,4,Lamine Yamal,,ok,126122321,0,0,4,2026-08-16T22:07:24
3105,4,Cala,,ok,3979107,0,0,8,2026-08-16T22:07:24
3108,4,Aubameyang,,ok,32609500,0,0,26,2026-08-16T22:07:24
3110,4,C. Pérez,,ok,1174121,0,0,6,2026-08-16T22:07:24
